row_id,PET_id,PET,expanded_text,span_text,label,whole_text
1386,79,大人の関係,秘めた背徳の恋だった―。『さすらい』同じ出版社に勤めている久保と落合は、体だけの[PET_BOUNDARY]大人の関係[PET_BOUNDARY]。なかなか素直になれない不器用な二人だったが、落合の下に入った新しいバイト・松田,大人の関係,1,秘めた背徳の恋だった―。『さすらい』同じ出版社に勤めている久保と落合は、体だけの大人の関係。なかなか素直になれない不器用な二人だったが、落合の下に入った新しいバイト・松田
1387,80,夜の営み,め合わせてくれました。 いやぁ、男としての楽しみはありませんでしたね。ロニーとの[PET_BOUNDARY]夜の営みは[PET_BOUNDARY]年にわずか数回というありさまでした。セックスレスでもスキンシップくらいはあるも,夜の営みは,1,め合わせてくれました。 いやぁ、男としての楽しみはありませんでしたね。ロニーとの夜の営みは年にわずか数回というありさまでした。セックスレスでもスキンシップくらいはあるも
1388,80,夜の営み,妻にしたい女性の最低条件は何でしょうか？容貌や[PET_BOUNDARY]夜の営み[PET_BOUNDARY]以外です。私は御飯とオカズが無いと不機嫌になります。精神的にも肉体的にも健全であ,夜の営み,1,妻にしたい女性の最低条件は何でしょうか？容貌や夜の営み以外です。私は御飯とオカズが無いと不機嫌になります。精神的にも肉体的にも健全であ
1389,80,夜の営み,旦那とは幼馴染で仲良しです。結婚３年。子供はいません。ここ一年くらい私が[PET_BOUNDARY]夜の営みを[PET_BOUNDARY]異常に嫌になってしまい、月一回旦那に悪いし無理してる感じです。旦那のこと好きだ,夜の営みを,1,旦那とは幼馴染で仲良しです。結婚３年。子供はいません。ここ一年くらい私が夜の営みを異常に嫌になってしまい、月一回旦那に悪いし無理してる感じです。旦那のこと好きだ
1390,80,夜の営み,んでいることも、自治会の副会長に任命され、夫に代わって毎日忙しくしていることも、[PET_BOUNDARY]夜の営みを[PET_BOUNDARY]拒んでいるために夫と険悪な関係になりつつあって、そのために夜が来ると不安に感じ,夜の営みを,1,んでいることも、自治会の副会長に任命され、夫に代わって毎日忙しくしていることも、夜の営みを拒んでいるために夫と険悪な関係になりつつあって、そのために夜が来ると不安に感じ
1391,80,夜の営み,申し訳ないんですけど、最初の漫才が夫婦関係の人生相談で、最後のコントが熟年夫婦の[PET_BOUNDARY]夜の営みの[PET_BOUNDARY]話だったじゃないですか。私、きれいにつながったなあと思って。最後のコントの奥さ,夜の営みの,1,申し訳ないんですけど、最初の漫才が夫婦関係の人生相談で、最後のコントが熟年夫婦の夜の営みの話だったじゃないですか。私、きれいにつながったなあと思って。最後のコントの奥さ
1392,80,夜の営み,が午前三時、シャワーを使ってベッドへ入ったのが午前四時。 どんなに遅くても絹子は[PET_BOUNDARY]夜の営みを[PET_BOUNDARY]おろそかにしない。夜叉に変身する。三崎の全身に唇を這わし、男根を咥えて気のすむ,夜の営みを,1,が午前三時、シャワーを使ってベッドへ入ったのが午前四時。 どんなに遅くても絹子は夜の営みをおろそかにしない。夜叉に変身する。三崎の全身に唇を這わし、男根を咥えて気のすむ
1393,80,夜の営み,茶を飲んだりした後は、唐沢をうながして夫婦のベッドに入るのが常だった。 夫婦間の[PET_BOUNDARY]夜の営みも[PET_BOUNDARY]、週末の土、日は欠かさずだったが、平日もお決まりだった。 例外は聡子の体の都合,夜の営みも,1,茶を飲んだりした後は、唐沢をうながして夫婦のベッドに入るのが常だった。 夫婦間の夜の営みも、週末の土、日は欠かさずだったが、平日もお決まりだった。 例外は聡子の体の都合
1394,81,愛を交わす,ークによって呼び覚まされた熱い欲望は、まだ完全には満たされていない。目を閉じて、[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ときの彼の表情をゆっくりと慈しむように思い起こした。絶頂に達するときの身の震えと,愛を交わす,1,ークによって呼び覚まされた熱い欲望は、まだ完全には満たされていない。目を閉じて、愛を交わすときの彼の表情をゆっくりと慈しむように思い起こした。絶頂に達するときの身の震えと
1395,81,愛を交わす,コユーカラ（女のユーカラ）と呼ばれることがありますが、ときによると、許婚の男性と[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]場面などが情感豊かに描写されることがあり、そういう意味でもやはり女性向けだったの,愛を交わす,1,コユーカラ（女のユーカラ）と呼ばれることがありますが、ときによると、許婚の男性と愛を交わす場面などが情感豊かに描写されることがあり、そういう意味でもやはり女性向けだったの
1396,81,愛を交わす,とってもはじめての体験になるだろう。ぼくの欲望と喜びを体験することのできる女性と[PET_BOUNDARY]愛を交わすのだから[PET_BOUNDARY]。それを思うと、サムは興奮すると同時にこわかった。 彼は半袖のコットンシ,愛を交わすのだから,1,とってもはじめての体験になるだろう。ぼくの欲望と喜びを体験することのできる女性と愛を交わすのだから。それを思うと、サムは興奮すると同時にこわかった。 彼は半袖のコットンシ
1397,81,愛を交わす,を逃したら、二度と人を愛することはないかもしれない。そしてなによりも、サクソンと[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことができなくなってしまう。 アンナはさんざん考えた末、サクソン・マローンの女に,愛を交わす,1,を逃したら、二度と人を愛することはないかもしれない。そしてなによりも、サクソンと愛を交わすことができなくなってしまう。 アンナはさんざん考えた末、サクソン・マローンの女に
1398,81,愛を交わす,ろはなかった。誰もがパリ解放を最もシンプルで自然な仕方で祝おうというのだ。つまり[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことによって。 レアはゆっくりとロランの方に顔を上げた。 「カミーユは死んだわ」,愛を交わす,1,ろはなかった。誰もがパリ解放を最もシンプルで自然な仕方で祝おうというのだ。つまり愛を交わすことによって。 レアはゆっくりとロランの方に顔を上げた。 「カミーユは死んだわ」
1399,81,愛を交わす,にはけっして及ぶまいと神に―そして亡き父にさえ―誓ったに決まっている。 もちろん[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことなど、もってのほかだ。 そう考えたとたん、キャシーの瞳に熱い怒りの涙がこみ上,愛を交わす,1,にはけっして及ぶまいと神に―そして亡き父にさえ―誓ったに決まっている。 もちろん愛を交わすことなど、もってのほかだ。 そう考えたとたん、キャシーの瞳に熱い怒りの涙がこみ上
1400,81,愛を交わす,とぼくがあのジャグジーに一緒に入ることだ。そしてあのベッドに。われを忘れるまで、[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことだよ。 マイケルの体がかっと熱くなった。「五秒以内に仰向けに横たわりたいと思,愛を交わす,1,とぼくがあのジャグジーに一緒に入ることだ。そしてあのベッドに。われを忘れるまで、愛を交わすことだよ。 マイケルの体がかっと熱くなった。「五秒以内に仰向けに横たわりたいと思
1401,81,愛を交わす,う。もし僕たちが結婚して、しばらく一緒にいれば、少なくとも僕にはチャンスがある。[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことができたら、いつもはひどいことを言っていても、僕が君を思っているのは、君にも,愛を交わす,1,う。もし僕たちが結婚して、しばらく一緒にいれば、少なくとも僕にはチャンスがある。愛を交わすことができたら、いつもはひどいことを言っていても、僕が君を思っているのは、君にも
1402,81,愛を交わす,持ちを誠実に尊重してくれるだろう。わかるのだ、なぜか。 彼は誠実な人だから、もし[PET_BOUNDARY]愛を交わすなら[PET_BOUNDARY]私を愛している場合だけだろう。すべてを告白したのだから、私が我が身を差し出す,愛を交わすなら,1,持ちを誠実に尊重してくれるだろう。わかるのだ、なぜか。 彼は誠実な人だから、もし愛を交わすなら私を愛している場合だけだろう。すべてを告白したのだから、私が我が身を差し出す
1403,81,愛を交わす,確かにここから何かが始まるだろう。僕たちは、まだ見ぬ未来に全力で飛び込み、いつか[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ことをそこで約束したのだ。,愛を交わす,0,確かにここから何かが始まるだろう。僕たちは、まだ見ぬ未来に全力で飛び込み、いつか愛を交わすことをそこで約束したのだ。
1404,81,愛を交わす,すようになぞり、ヒップの女性らしい丸みをゆっくり愛撫するかに指を這わせる。 彼が[PET_BOUNDARY]愛を交わす[PET_BOUNDARY]ときはきっとこんなふうにするのね。アリシャは想像をたくましくした。自信たっぷりの,愛を交わす,1,すようになぞり、ヒップの女性らしい丸みをゆっくり愛撫するかに指を這わせる。 彼が愛を交わすときはきっとこんなふうにするのね。アリシャは想像をたくましくした。自信たっぷりの
1405,82,夫婦生活,が…３０代前半の主婦です。２０代前半の夫がいます。今までイったことがありません。[PET_BOUNDARY]夫婦生活で[PET_BOUNDARY]、主人はなんとかイかせようと頑張って前戯してくれるのですが、イキそうに（たぶん,夫婦生活で,1,が…３０代前半の主婦です。２０代前半の夫がいます。今までイったことがありません。夫婦生活で、主人はなんとかイかせようと頑張って前戯してくれるのですが、イキそうに（たぶん
1406,82,夫婦生活,に悩まされています。夜中に家具の移動で「ギー・キー」用の音がすごい！！１時過ぎの[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]声で目が覚めてしまい眠れなくなる。（以前に住んでいた方のときはこのような騒音は,夫婦生活の,1,に悩まされています。夜中に家具の移動で「ギー・キー」用の音がすごい！！１時過ぎの夫婦生活の声で目が覚めてしまい眠れなくなる。（以前に住んでいた方のときはこのような騒音は
1407,82,夫婦生活,だけ？他の奥様方は、そんな事無い？それから[PET_BOUNDARY]夫婦生活へ[PET_BOUNDARY]発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してます？それとも、子作りだから、今日しよっ,夫婦生活へ,1,だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してます？それとも、子作りだから、今日しよっ
1408,82,夫婦生活,だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達[PET_BOUNDARY]夫婦生活[PET_BOUNDARY]する時って、ムラムラってなってから、してます？それとも、子作りだから、今日しよっ,夫婦生活,1,だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してます？それとも、子作りだから、今日しよっ
1409,82,夫婦生活,が妊娠中に浮気するというのを聞くとやはり気になってしまいます。皆さんは妊娠中でも[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]ありましたか？体に良くないと言うのは初めて聞きました。激しいのはダメだと思いま,夫婦生活は,1,が妊娠中に浮気するというのを聞くとやはり気になってしまいます。皆さんは妊娠中でも夫婦生活はありましたか？体に良くないと言うのは初めて聞きました。激しいのはダメだと思いま
1410,82,夫婦生活,、でもまだ体温が上がってこないのでまた注射を打ち、[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]持ち、また注射を打ち夫婦生活を・・。なかなか排卵せずに３回打ったかな？３日ごとぐらいに。そしたら偶然にも双子,夫婦生活を,1,、でもまだ体温が上がってこないのでまた注射を打ち、夫婦生活を持ち、また注射を打ち夫婦生活を・・。なかなか排卵せずに３回打ったかな？３日ごとぐらいに。そしたら偶然にも双子
1411,82,夫婦生活,、でもまだ体温が上がってこないのでまた注射を打ち、夫婦生活を持ち、また注射を打ち[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]・・。なかなか排卵せずに３回打ったかな？３日ごとぐらいに。そしたら偶然にも双子,夫婦生活を,1,、でもまだ体温が上がってこないのでまた注射を打ち、夫婦生活を持ち、また注射を打ち夫婦生活を・・。なかなか排卵せずに３回打ったかな？３日ごとぐらいに。そしたら偶然にも双子
1412,82,夫婦生活,時期にやることとは思えず、離婚をも考えています。私も精神的に疲れていて、旦那との[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]なく、誘っても冷たく断られたのが原因だと旦那は言っていますが・・・少し夜の関係,夫婦生活が,1,時期にやることとは思えず、離婚をも考えています。私も精神的に疲れていて、旦那との夫婦生活がなく、誘っても冷たく断られたのが原因だと旦那は言っていますが・・・少し夜の関係
1413,82,夫婦生活,合わせは見られないが、それ以外はほとんどあるようだ。 さて、こうなってくると夜の[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]うまくいっているのか、ちょっと心配になってくる。まあ、波平とフネはいいとしても,夫婦生活は,1,合わせは見られないが、それ以外はほとんどあるようだ。 さて、こうなってくると夜の夫婦生活はうまくいっているのか、ちょっと心配になってくる。まあ、波平とフネはいいとしても
1414,82,夫婦生活,ゃないですか、それに興奮してるのは、私だけ？他の奥様方は、そんな事無い？それから[PET_BOUNDARY]夫婦生活へ[PET_BOUNDARY]発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してま,夫婦生活へ,1,ゃないですか、それに興奮してるのは、私だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してま
1415,82,夫婦生活,ゃないですか、それに興奮してるのは、私だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達[PET_BOUNDARY]夫婦生活[PET_BOUNDARY]する時って、ムラムラってなってから、してま,夫婦生活,1,ゃないですか、それに興奮してるのは、私だけ？他の奥様方は、そんな事無い？それから夫婦生活へ発展なんてないのかな。奥様達夫婦生活する時って、ムラムラってなってから、してま
1416,82,夫婦生活,され、どちらかというとアッチの方は好きなタイプでしたが、退院後は性感帯もマヒして[PET_BOUNDARY]夫婦生活も[PET_BOUNDARY]味気なくなっています。現在は鍼とマッサージに通っていますが、このまま女の歓びは,夫婦生活も,1,され、どちらかというとアッチの方は好きなタイプでしたが、退院後は性感帯もマヒして夫婦生活も味気なくなっています。現在は鍼とマッサージに通っていますが、このまま女の歓びは
1417,82,夫婦生活,い〜特にお腹が張ったり出血があったりして医師からストップかけられていない限りは、[PET_BOUNDARY]夫婦生活[PET_BOUNDARY]可能、仲良くしてください、と病院で言われました。安定期は１２週すぎたら一応は安定,夫婦生活,1,い〜特にお腹が張ったり出血があったりして医師からストップかけられていない限りは、夫婦生活可能、仲良くしてください、と病院で言われました。安定期は１２週すぎたら一応は安定
1418,82,夫婦生活,いざ不妊問題に直面すると、「子どもをつくるため」という気持ちが先に立ってしまい、[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]楽しめなくなる人が多いようです。「子どもをつくるための義務」「タイミング指導の,夫婦生活を,1,いざ不妊問題に直面すると、「子どもをつくるため」という気持ちが先に立ってしまい、夫婦生活を楽しめなくなる人が多いようです。「子どもをつくるための義務」「タイミング指導の
1419,82,夫婦生活,う。 こんな状態では良好な夫婦関係を保てなくなるかもしれません。妊娠はあくまでも[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]結果として訪れるものです。結果だけを求めるのではなく、お互いを思いやる気持ち、,夫婦生活の,1,う。 こんな状態では良好な夫婦関係を保てなくなるかもしれません。妊娠はあくまでも夫婦生活の結果として訪れるものです。結果だけを求めるのではなく、お互いを思いやる気持ち、
1420,82,夫婦生活,個人差は当然ありますが、普通夫婦とは何歳ごろまで夜の[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]あるものでしょうか？私は４０歳ですが、３０歳で長女が生まれた半年後を最後に妻と,夫婦生活が,1,個人差は当然ありますが、普通夫婦とは何歳ごろまで夜の夫婦生活があるものでしょうか？私は４０歳ですが、３０歳で長女が生まれた半年後を最後に妻と
1421,82,夫婦生活,も排卵のみ起こっている場合がある」と読んだ事がありますから、生理再開してなくても[PET_BOUNDARY]夫婦生活[PET_BOUNDARY]する事は意味がありそうですよ。頑張ってね！,夫婦生活,1,も排卵のみ起こっている場合がある」と読んだ事がありますから、生理再開してなくても夫婦生活する事は意味がありそうですよ。頑張ってね！
1422,82,夫婦生活,欲しくてがんばってるのですが、不妊症とは男女共にどういうものをいうのでしょうか？[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]２年してもできないのは不妊症が疑われるというのは知っています。他にはありますか,夫婦生活を,1,欲しくてがんばってるのですが、不妊症とは男女共にどういうものをいうのでしょうか？夫婦生活を２年してもできないのは不妊症が疑われるというのは知っています。他にはありますか
1423,82,夫婦生活,たが、先生がお金ももったいないので今月は見送りということにして、一日おきぐらいに[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]して生理になったら診察に来てください。と言われました。でももう２２日目になるの,夫婦生活を,1,たが、先生がお金ももったいないので今月は見送りということにして、一日おきぐらいに夫婦生活をして生理になったら診察に来てください。と言われました。でももう２２日目になるの
1424,82,夫婦生活,３回のほうが高いのは言うまでもありません。事実、結婚してすぐに妊娠するカップルの[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]回数は週に３回と言われています。排卵日にタイミングを合わせるのも、もちろん、ひ,夫婦生活の,1,３回のほうが高いのは言うまでもありません。事実、結婚してすぐに妊娠するカップルの夫婦生活の回数は週に３回と言われています。排卵日にタイミングを合わせるのも、もちろん、ひ
1425,82,夫婦生活,体的に彼の不倫の相手が私だとは奥さんに分かっている訳ではありません。でも、長い間[PET_BOUNDARY]夫婦生活も[PET_BOUNDARY]なく彼は子どものために離婚はしたくはないけれど奥さんが我慢の限界が来ているよう,夫婦生活も,1,体的に彼の不倫の相手が私だとは奥さんに分かっている訳ではありません。でも、長い間夫婦生活もなく彼は子どものために離婚はしたくはないけれど奥さんが我慢の限界が来ているよう
1426,82,夫婦生活,ないことに気がついた。自分は無精子症だが、それ以前にふたりの間には、もう一年以上[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]ないのだ。倫子が妊娠することなど不可能な話だった。もし本当に妊娠しているのなら,夫婦生活は,1,ないことに気がついた。自分は無精子症だが、それ以前にふたりの間には、もう一年以上夫婦生活はないのだ。倫子が妊娠することなど不可能な話だった。もし本当に妊娠しているのなら
1427,82,夫婦生活,体だけじゃないとは思うのですが何か虚しいです。やはり我慢すべきでしょうか？因みに[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]月２〜３回です。Ｈが子供を作る為だけとは考えたくないな…。俺は毎日するけどね。,夫婦生活は,1,体だけじゃないとは思うのですが何か虚しいです。やはり我慢すべきでしょうか？因みに夫婦生活は月２〜３回です。Ｈが子供を作る為だけとは考えたくないな…。俺は毎日するけどね。
1428,82,夫婦生活,でした。（避妊はしていませでしたが、基礎体温もつけず、排卵日とあたりには意識的に[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]しないようにしていたので。まだいいけどできたらうれしいなという感じでした。）女,夫婦生活を,1,でした。（避妊はしていませでしたが、基礎体温もつけず、排卵日とあたりには意識的に夫婦生活をしないようにしていたので。まだいいけどできたらうれしいなという感じでした。）女
1429,82,夫婦生活,し合う機会を設け、お互いの気持ちを確認しあいましょう。妊娠だけが目的じゃない！[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]子どもを授かるためだけに行なうものではありません。夫婦の大切なコミュニケーショ,夫婦生活は,1,し合う機会を設け、お互いの気持ちを確認しあいましょう。妊娠だけが目的じゃない！夫婦生活は子どもを授かるためだけに行なうものではありません。夫婦の大切なコミュニケーショ
1430,82,夫婦生活,しみやつらさといつも背中合わせにいるよりも、とにかくポジティブにこれからの二人の[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]立て直すことが先決であると考えるご主人は、奥さんをリードしながら住み替えの計画,夫婦生活を,0,しみやつらさといつも背中合わせにいるよりも、とにかくポジティブにこれからの二人の夫婦生活を立て直すことが先決であると考えるご主人は、奥さんをリードしながら住み替えの計画
1431,82,夫婦生活,」などのもとに離婚請求を棄却しても、そのような判決が出されたからといって、円満な[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]戻ることは、ほとんど望めないというのが現実だと思います。 夫婦関係が破綻した場,夫婦生活の,0,」などのもとに離婚請求を棄却しても、そのような判決が出されたからといって、円満な夫婦生活の戻ることは、ほとんど望めないというのが現実だと思います。 夫婦関係が破綻した場
1432,82,夫婦生活,教えてください。[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]破綻している場合、たとえ旦那が浮気しても慰謝料を請求できないんですよね？彼は私,夫婦生活が,0,教えてください。夫婦生活が破綻している場合、たとえ旦那が浮気しても慰謝料を請求できないんですよね？彼は私
1433,82,夫婦生活,、聖堂をつくり、孤児院を建ててやった。実弟と二男、それに長女の洗礼さえ認めた。[PET_BOUNDARY]夫婦生活は[PET_BOUNDARY]ひとまず静謐を取り戻したが、忠興は依然として妻の外出を認めなかった。 天正十二,夫婦生活は,0,、聖堂をつくり、孤児院を建ててやった。実弟と二男、それに長女の洗礼さえ認めた。夫婦生活はひとまず静謐を取り戻したが、忠興は依然として妻の外出を認めなかった。 天正十二
1434,82,夫婦生活,婚姻を継続しがたい重大な事由」に該当する場合もあります。 ただ、その前提として、[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか,夫婦生活が,0,婚姻を継続しがたい重大な事由」に該当する場合もあります。 ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか
1435,82,夫婦生活,婚姻を継続しがたい重大な事由」に該当する場合もあります。 ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]回復する可能性はないか,夫婦生活を,0,婚姻を継続しがたい重大な事由」に該当する場合もあります。 ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか
1436,82,夫婦生活,。ちなみにその昼食は、４人で６千円余り。軽くランチのつもりが・・・。これから長い[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]中で、こんな主人の一面がどうしても嫌です。どうしたら解決につながるでしょう・・,夫婦生活の,0,。ちなみにその昼食は、４人で６千円余り。軽くランチのつもりが・・・。これから長い夫婦生活の中で、こんな主人の一面がどうしても嫌です。どうしたら解決につながるでしょう・・
1437,82,夫婦生活,じめでない亭主であろうが、その将来性だって、ほとんど見えてきてしまう。これからの[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]、どんなものか、すでにそのほとんどが見えてきてしまった時、夫に期待できるものが,夫婦生活が,0,じめでない亭主であろうが、その将来性だって、ほとんど見えてきてしまう。これからの夫婦生活が、どんなものか、すでにそのほとんどが見えてきてしまった時、夫に期待できるものが
1438,82,夫婦生活,れの手がいまにも山上に伸ばされてくるかもしれない。 妻に不倫の疑いをかけるのは、[PET_BOUNDARY]夫婦生活で[PET_BOUNDARY]決して珍しいことではない。だが、妻に殺されるかもしれないと怯える夫は少ない。,夫婦生活で,0,れの手がいまにも山上に伸ばされてくるかもしれない。 妻に不倫の疑いをかけるのは、夫婦生活で決して珍しいことではない。だが、妻に殺されるかもしれないと怯える夫は少ない。
1439,82,夫婦生活,ただ、その前提として、[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか）、夫婦関係を継続するために十分な話し合いや努力がなされ,夫婦生活が,0,ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか）、夫婦関係を継続するために十分な話し合いや努力がなされ
1440,82,夫婦生活,ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]回復する可能性はないか）、夫婦関係を継続するために十分な話し合いや努力がなされ,夫婦生活を,0,ただ、その前提として、夫婦生活が回復しがたいほどに破綻しているかどうか（円満な夫婦生活を回復する可能性はないか）、夫婦関係を継続するために十分な話し合いや努力がなされ
1441,82,夫婦生活,りました。そして、今から二年ほど前、弓子が急に病死するまで、私たちは愛情に満ちた[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]つづけたのです。 弓子は風邪がもとで肺炎に罹り、充分手当てをしたのですが、何か,夫婦生活を,0,りました。そして、今から二年ほど前、弓子が急に病死するまで、私たちは愛情に満ちた夫婦生活をつづけたのです。 弓子は風邪がもとで肺炎に罹り、充分手当てをしたのですが、何か
1442,82,夫婦生活,映した、いわば代理戦争なのではないだろうか。 若い嫁は男女平等の思想の上に立った[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]正しい姿だと主張するが、姑としてはこれを認めてしまうと自分たちがこれまでやって,夫婦生活が,0,映した、いわば代理戦争なのではないだろうか。 若い嫁は男女平等の思想の上に立った夫婦生活が正しい姿だと主張するが、姑としてはこれを認めてしまうと自分たちがこれまでやって
1443,82,夫婦生活,て見れるか」と考えたとき、いくら「愛」があるとは言え、自分より年上のかみさんと「[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]出来るか？」と考えると、良い答えが出てこなかったため、年下のかみさんを選びまし,夫婦生活が,0,て見れるか」と考えたとき、いくら「愛」があるとは言え、自分より年上のかみさんと「夫婦生活が出来るか？」と考えると、良い答えが出てこなかったため、年下のかみさんを選びまし
1444,82,夫婦生活,極楽浄土に行ける・・・？――あれ？緑川の旦那、別れたんじゃないんだ！（爆）普通に[PET_BOUNDARY]夫婦生活を[PET_BOUNDARY]送っていることを知って少々がっかり（不破はどうした？）でもこの奥方（おつな）は,夫婦生活を,0,極楽浄土に行ける・・・？――あれ？緑川の旦那、別れたんじゃないんだ！（爆）普通に夫婦生活を送っていることを知って少々がっかり（不破はどうした？）でもこの奥方（おつな）は
1445,82,夫婦生活,てしまうことはあります。ある程度のことであれば抑えることはできるかと思いますが、[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]さめていたり、誰かのことをとてつもなく好きで毎日考えてしまう人ができてしまった,夫婦生活が,0,てしまうことはあります。ある程度のことであれば抑えることはできるかと思いますが、夫婦生活がさめていたり、誰かのことをとてつもなく好きで毎日考えてしまう人ができてしまった
1446,82,夫婦生活,かって費やす愛情を、私たちは三年のあいだに使いつくしてしまったのです。ですから、[PET_BOUNDARY]夫婦生活に[PET_BOUNDARY]隙間のできるような事件は何もおこらなかったのですが、ただ一つ妙なことがありまし,夫婦生活に,0,かって費やす愛情を、私たちは三年のあいだに使いつくしてしまったのです。ですから、夫婦生活に隙間のできるような事件は何もおこらなかったのですが、ただ一つ妙なことがありまし
1447,82,夫婦生活,た。詩人に忠実であるためには、並々ならぬ愛と忍耐が必要だったのだろう。人生はこの[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]中では、本当に残酷な役割を演じていた。 「新旧社会詩の周縁で」という論文の中で,夫婦生活の,0,た。詩人に忠実であるためには、並々ならぬ愛と忍耐が必要だったのだろう。人生はこの夫婦生活の中では、本当に残酷な役割を演じていた。 「新旧社会詩の周縁で」という論文の中で
1448,82,夫婦生活,事。女って結婚する時にはすべて今までの過去を振り切ると決めて結婚するのですが長い[PET_BOUNDARY]夫婦生活には[PET_BOUNDARY]夫婦喧嘩する時があると思います。そのときふと、昔の彼のことを思い出して悲しく,夫婦生活には,0,事。女って結婚する時にはすべて今までの過去を振り切ると決めて結婚するのですが長い夫婦生活には夫婦喧嘩する時があると思います。そのときふと、昔の彼のことを思い出して悲しく
1449,82,夫婦生活,悪いと言い、結婚当初から別居に至るまで性交渉を拒否し続けたため、ケンカが絶えず、[PET_BOUNDARY]夫婦生活が[PET_BOUNDARY]うまくいかなくなったというケースで、夫からの離婚に伴う慰謝料の請求（妻の側に離,夫婦生活が,0,悪いと言い、結婚当初から別居に至るまで性交渉を拒否し続けたため、ケンカが絶えず、夫婦生活がうまくいかなくなったというケースで、夫からの離婚に伴う慰謝料の請求（妻の側に離
1450,82,夫婦生活,も夫を男と見れず父親としての自覚がないと嘆き、母親である自分に陶酔する状況です。[PET_BOUNDARY]夫婦生活も[PET_BOUNDARY]苦痛でした。私も専業主婦でしたので家事全般、完璧にしないと夫に怒鳴られました。,夫婦生活も,0,も夫を男と見れず父親としての自覚がないと嘆き、母親である自分に陶酔する状況です。夫婦生活も苦痛でした。私も専業主婦でしたので家事全般、完璧にしないと夫に怒鳴られました。
1451,82,夫婦生活,への結びつきを緩やかなものにするが、しばしば結婚前からの子の早い独立をもたらす。[PET_BOUNDARY]夫婦生活の[PET_BOUNDARY]確立が独立家族の基盤をなし、せいぜい親子を結びつける最小限の核をなす。この核家,夫婦生活の,0,への結びつきを緩やかなものにするが、しばしば結婚前からの子の早い独立をもたらす。夫婦生活の確立が独立家族の基盤をなし、せいぜい親子を結びつける最小限の核をなす。この核家
